h,Consommation (MW),Production total,Coût total,"centrale ('A', 0)","Puissance ('A', 0)","Coût ('A', 0)","centrale ('A', 1)","Puissance ('A', 1)","Coût ('A', 1)","centrale ('A', 2)","Puissance ('A', 2)","Coût ('A', 2)","centrale ('A', 3)","Puissance ('A', 3)","Coût ('A', 3)","centrale ('A', 4)","Puissance ('A', 4)","Coût ('A', 4)","centrale ('A', 5)","Puissance ('A', 5)","Coût ('A', 5)","centrale ('A', 6)","Puissance ('A', 6)","Coût ('A', 6)","centrale ('A', 7)","Puissance ('A', 7)","Coût ('A', 7)","centrale ('A', 8)","Puissance ('A', 8)","Coût ('A', 8)","centrale ('A', 9)","Puissance ('A', 9)","Coût ('A', 9)","centrale ('A', 10)","Puissance ('A', 10)","Coût ('A', 10)","centrale ('A', 11)","Puissance ('A', 11)","Coût ('A', 11)",Puissance tot A,"centrale ('B', 0)","Puissance ('B', 0)","Coût ('B', 0)","centrale ('B', 1)","Puissance ('B', 1)","Coût ('B', 1)","centrale ('B', 2)","Puissance ('B', 2)","Coût ('B', 2)","centrale ('B', 3)","Puissance ('B', 3)","Coût ('B', 3)","centrale ('B', 4)","Puissance ('B', 4)","Coût ('B', 4)","centrale ('B', 5)","Puissance ('B', 5)","Coût ('B', 5)","centrale ('B', 6)","Puissance ('B', 6)","Coût ('B', 6)","centrale ('B', 7)","Puissance ('B', 7)","Coût ('B', 7)","centrale ('B', 8)","Puissance ('B', 8)","Coût ('B', 8)","centrale ('B', 9)","Puissance ('B', 9)","Coût ('B', 9)",Puissance tot B,"centrale ('C', 0)","Puissance ('C', 0)","Coût ('C', 0)","centrale ('C', 1)","Puissance ('C', 1)","Coût ('C', 1)","centrale ('C', 2)","Puissance ('C', 2)","Coût ('C', 2)","centrale ('C', 3)","Puissance ('C', 3)","Coût ('C', 3)","centrale ('C', 4)","Puissance ('C', 4)","Coût ('C', 4)",Puissance tot C,"Fonctionnement 9, palier 1","Puissance tot 9, palier 1","Coût 9, palier 1","Fonctionnement 9, palier 2","Puissance tot 9, palier 2","Coût 9, palier 2","Fonctionnement 9, palier 3","Puissance tot 9, palier 3","Coût 9, palier 3","Fonctionnement 9, palier 4","Puissance tot 9, palier 4","Coût 9, palier 4",Démarrage 9,Fonctionnement 9,Puissance tot 9,Coût 9,"Fonctionnement 14, palier 1","Puissance tot 14, palier 1","Coût 14, palier 1","Fonctionnement 14, palier 2","Puissance tot 14, palier 2","Coût 14, palier 2","Fonctionnement 14, palier 3","Puissance tot 14, palier 3","Coût 14, palier 3","Fonctionnement 14, palier 4","Puissance tot 14, palier 4","Coût 14, palier 4",Démarrage 14,Fonctionnement 14,Puissance tot 14,Coût 14,Pompage,Réservoir variation,Réservoir,Coût MWh
0,15000,15000.0,21750.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10200.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,5250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-450.0,0.15,0.15,1.45
1,15000,15000.0,21750.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10200.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,5250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-450.0,0.15,0.3,1.45
2,15000,15000.0,21750.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10200.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,5250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-450.0,0.15,0.44999999999999996,1.45
3,15000,15000.0,21750.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10200.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,5250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-450.0,0.15,0.6,1.45
4,15000,15000.0,21750.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10200.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,5250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-450.0,0.15,0.75,1.45
5,15000,15000.0,21750.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10200.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,0,0.0,0.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,5250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-450.0,0.15,0.9,1.45
6,30000,30000.0,54410.0,1,850.0,1000.0,1,850.0,1000.0,1,1250.0,1800.0,1,1100.0,1500.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,14050.0,1,1500.0000000000005,3925.0000000000005,1,1499.9999999999998,3924.9999999999995,1,1500.0,3925.0,1,1500.0000000000005,3925.0000000000005,1,1749.9999999999998,3250.0,1,1500.0000000000005,3925.0000000000005,1,1500.0000000000002,3925.0000000000005,1,1750.0,3250.0,0,0.0,0.0,1,1750.0000000000002,3250.0000000000005,14250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1700.0,210.0,1.0,1.0,1700.0,1410.0,-0.0,-0.56,0.33999999999999997,1.8136666666666668
7,30000,30000.0,46160.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,1250.0,1800.0,1,850.0,1000.0,1,850.0,1000.0,1,1250.0,1800.0,1,850.0,1000.0,1,1250.0,1800.0,1,1200.0,1700.0,1,1650.0,2600.0,1,850.0,1000.0,12550.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1700.0,210.0,-0.0,1.0,1700.0,210.0,-0.0,-0.56,-0.22000000000000008,1.5386666666666666
8,30000,30000.0,46160.0,1,1250.0,1800.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,1250.0,1800.0,1,850.0,1000.0,1,850.0,1000.0,1,1250.0,1800.0,1,850.0,1000.0,1,1200.0,1700.0,1,1250.0,1800.0,1,1250.0,1800.0,12550.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1700.0,210.0,-0.0,1.0,1700.0,210.0,-0.0,-0.56,-0.7800000000000001,1.5386666666666666
9,25000,25000.0,40860.00000000004,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,849.9999999999923,999.9999999999845,1,850.0,1000.0,1,850.0,1000.0,10199.999999999993,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1450.0000000000407,2860.0000000000528,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15450.00000000004,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-650.0000000000331,0.2166666666666777,-0.5633333333333225,1.6344000000000014
10,25000,25000.0,41249.999999999985,1,849.9999999999927,999.9999999999854,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10199.999999999993,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-949.9999999999925,0.31666666666666415,-0.24666666666665832,1.6499999999999995
11,25000,25000.0,41249.999999999985,1,849.9999999999926,999.9999999999852,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10199.999999999993,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-949.9999999999925,0.31666666666666415,0.07000000000000584,1.6499999999999995
12,25000,25000.0,41249.999999999985,1,849.9999999999931,999.9999999999861,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10199.999999999993,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-949.999999999993,0.3166666666666643,0.38666666666667016,1.6499999999999995
13,25000,25000.0,41249.999999999985,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,849.9999999999909,999.9999999999818,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,1,850.0,1000.0,10199.99999999999,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-949.9999999999909,0.3166666666666636,0.7033333333333338,1.6499999999999995
14,25000,25000.0,50350.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1000.0000000000091,1300.0000000000182,1,1249.999999999991,1799.9999999999818,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,1,1250.0,1800.0,14750.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,0,0.0,0.0,1,1750.0,3250.0,15750.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-5500.0,1.8333333333333333,2.536666666666667,2.014
15,40000,40000.0,68785.0,1,1650.0,2600.0,1,1650.0,2600.0,1,1400.000000000009,2100.000000000018,1,1649.999999999991,2599.999999999982,1,1650.0,2600.0,1,1650.0,2600.0,1,1650.0,2600.0,1,1650.0,2600.0,1,1650.0,2600.0,1,1650.0,2600.0,1,1650.0,2600.0,1,1650.0,2600.0,19550.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1750.0,3250.0,1,1500.0000000000005,3925.0000000000005,1,1750.0,3250.0,17250.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1500.0,3500.0,1500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,1700.0,210.0,1.0,1.0,1700.0,1410.0,-0.0,-0.56,1.976666666666667,1.719625
